integral_mean,integral_std,hist_mean,hist_std,hist_skew,edge_density,texture_var,mean_intensity,std_intensity,min_intensity,max_intensity,no,filename,label,face_detected
1082437.315274278,1060200.8772778534,320.19140625,1366.466552734375,37308841984.0,0.036757798679988775,1996.8241039593345,59.36597982163989,46.471559851614174,0.0,226.0,1,45.png,1,0
82935783.49126717,74846386.62852858,8871.28515625,12261.3212890625,17558225813504.0,0.01860197644348493,170.2705657638906,146.3554141720412,69.03520782386539,0.0,255.0,2,20.JPG,1,2
11710423.85439397,11224812.838042613,1963.59765625,2411.479736328125,54579015680.0,0.014490302995338992,507.072285741549,106.35616822597234,46.930008008201256,0.0,255.0,3,52.JPG,1,1
1229881.4312674617,1328364.7106307868,288.68359375,1335.2501220703125,36016664576.0,0.06769684586552643,2824.0158033865455,85.65334289541697,70.29053275360462,0.0,255.0,4,39.png,1,1
46466549.69178113,44822572.24717427,7999.06640625,8718.326171875,865632911360.0,0.006532988957207409,168.00922904403694,110.52977520325858,67.63565703452689,0.0,255.0,5,76.JPG,1,1
131719784.43117376,115237139.05502439,17496.0,13990.513671875,1063535509504.0,0.0023509837962962963,146.04493213254275,113.9954900405807,47.45844372051492,0.0,255.0,6,16.JPG,1,1
11314974.550108168,13179632.423735924,2298.00390625,4221.64794921875,378145603584.0,0.016802965889214316,425.00867915566886,109.38597696030352,65.53231881233373,0.0,255.0,7,97.JPG,1,1
36437369.686332166,32221507.14909868,5909.765625,6582.4208984375,327442366464.0,0.007882212968471148,270.9921990317573,91.53683257320378,46.1064207409267,0.0,255.0,8,71.JPG,1,1
1815857.224665129,1699959.8192693102,366.796875,1554.424072265625,56376655872.0,0.04980830670926518,3037.1399762168535,81.19700745473908,71.20289617297557,0.0,255.0,9,47.png,1,1
773429.4335084847,845395.6085583823,224.859375,1171.93310546875,24298838016.0,0.07725314432631505,3773.7395165846124,65.17662080466958,62.39829934131704,0.0,255.0,10,42.png,1,1
4612292.098909916,4205371.887095612,1076.66015625,2425.7626953125,81245855744.0,0.022574149659863946,1371.9111676925597,65.22210612244898,55.68259745509867,0.0,255.0,11,95.JPG,1,1
45683381.47736614,38448684.68005617,5301.66015625,4017.150634765625,40565514240.0,0.01320341137246956,338.8001973890117,128.21199064267162,59.76939899642585,0.0,255.0,12,80.JPG,1,1
1635149.8667283466,1726064.21363154,360.703125,1384.0635986328125,39038607360.0,0.056963396144682696,2224.593796517837,84.43196881091617,62.645686873942566,0.0,255.0,13,38.png,1,1
3735291.4762547896,3985193.91022076,918.84375,1744.1846923828125,53665067008.0,0.09660578852498045,1453.2481088424436,85.2188594701221,51.41533167142834,0.0,255.0,14,35.png,1,1
149903725.48600194,127105372.99592102,17496.0,13225.568359375,1006777532416.0,0.005217933741998171,153.54793360468747,128.83410047296525,60.768951888381,0.0,255.0,15,4.JPG,1,2
154710168.90029234,130466566.47922014,17496.0,11811.7783203125,2068138426368.0,0.007570480395518976,209.3810261363072,138.9432010798897,72.83862310277112,0.0,255.0,16,7.JPG,1,3
35878217.11724503,28819013.149431217,5274.390625,8165.8466796875,1116274163712.0,0.007548265350558862,374.8047425448644,95.38347735668516,59.88727614493431,0.0,255.0,17,77.JPG,1,1
852222.3805321696,703233.3869115154,200.51953125,1052.905029296875,17543796736.0,0.08896811018253366,4541.374946333871,64.48117195566205,67.04166633002127,0.0,255.0,18,25.png,1,1
100589293.18466699,96442191.96019505,17496.0,18061.66015625,6354841894912.0,0.005083974551326018,174.81696307232886,96.53830295138889,38.51269256156458,0.0,255.0,19,10.JPG,1,1
3996066.167542882,4067891.152551242,833.765625,1775.7608642578125,55281029120.0,0.030068776822023576,1429.0761916934082,87.22841588426004,59.29536374295987,0.0,255.0,20,82.JPG,1,1
45915644.269419536,55540313.05459741,18292.5625,41194.09375,274276057874432.0,0.004747062501494801,270.1615047611203,45.20819808938742,56.36282117034058,0.0,255.0,21,69.JPG,1,4
443720.32561535254,455508.0429081316,111.03125,703.7001342773438,5256240128.0,0.11543062200956938,6084.773006011893,73.2566844919786,75.44258548701623,0.0,255.0,22,41.png,1,1
2967049.0102668586,2993953.531968284,583.6328125,1601.5963134765625,55330246656.0,0.048905695736563816,1922.6170398362426,91.72408807978047,70.21071795232194,0.0,255.0,23,29.png,1,1
1658113.623850287,1616761.0387521193,340.83984375,1416.911865234375,42669232128.0,0.06374419804022692,2652.975845790448,82.73094951578706,63.50965546149953,0.0,255.0,24,11.png,1,1
23459986.51956315,21774798.38138406,3444.22265625,3983.64453125,128891142144.0,0.013550771729379248,520.7515656310179,110.7414034598246,56.80878034751046,0.0,255.0,25,74.JPG,1,3
5701280.545397777,5103703.419360468,872.0703125,1649.719482421875,53673025536.0,0.04408062709966405,1461.6068554222477,105.86799552071669,77.04277236798762,0.0,255.0,26,12.png,1,1
3683181.455580012,3748950.1827153773,653.44140625,1670.6707763671875,56026726400.0,0.03237665963259426,1535.6944166072255,108.4964759895027,57.38669491360885,0.0,255.0,27,64.JPG,1,1
12837244.832796544,12034725.749910785,3150.015625,5068.6181640625,278908862464.0,0.018679222821315372,618.3400761550981,60.179903621509816,52.51665771123178,0.0,255.0,28,79.JPG,1,2
151120862.55932343,134466473.18882427,17496.0,15476.6279296875,5547595137024.0,0.004480711662665752,158.0947398074507,123.83046236461192,53.52693919171298,0.0,255.0,29,17.JPG,1,2
2067155.3170418672,2159764.7128735175,374.96875,1551.3529052734375,56591618048.0,0.04052421035086257,1971.173925989821,102.84677889824152,76.2930555671857,0.0,255.0,30,46.png,1,1
