integral_mean,integral_std,hist_mean,hist_std,hist_skew,edge_density,texture_var,mean_intensity,std_intensity,min_intensity,max_intensity,no,filename,label,face_detected
23459986.51956315,21774798.38138406,3444.22265625,3983.64453125,128891142144.0,0.013550771729379248,520.7515656310179,110.7414034598246,56.80878034751046,0.0,255.0,1,74.JPG,1,3
77850150.50147924,66424266.45901467,7214.37890625,9431.80078125,3797851045888.0,0.010429475423700823,278.14806187083195,159.49959634648903,66.48406322137977,0.0,255.0,2,100.JPG,1,1
978035.0535850403,973459.117572331,238.90625,1087.0062255859375,19254740992.0,0.03654349247874428,2433.3137188104324,67.52591563113145,53.93303640038284,0.0,226.0,3,44.png,1,0
7096095.691054895,6662440.710897951,988.31640625,1676.2703857421875,52708597760.0,0.04887177926476924,1249.037311989833,117.52535285306057,62.26411461946163,0.0,255.0,4,59.JPG,1,1
1149266.893832367,1119081.9567080177,220.4296875,1365.2205810546875,39672143872.0,0.06048201311359206,3404.4484260737586,93.70694665957824,85.61739676012091,0.0,248.0,5,30.png,1,1
100589293.18466699,96442191.96019505,17496.0,18061.66015625,6354841894912.0,0.005083974551326018,174.81696307232886,96.53830295138889,38.51269256156458,0.0,255.0,6,10.JPG,1,1
2067155.3170418672,2159764.7128735175,374.96875,1551.3529052734375,56591618048.0,0.04052421035086257,1971.173925989821,102.84677889824152,76.2930555671857,0.0,255.0,7,46.png,1,1
115929161.15346667,109673209.91674128,13340.25,12203.005859375,6548783366144.0,0.008846582710219073,156.06870562491306,150.83606590018928,60.52511551831796,0.0,255.0,8,62.JPG,1,4
12893850.89282071,14136469.285502449,2280.0625,3391.757080078125,160340410368.0,0.01573421781201173,520.850589464928,120.34252247745401,60.50742233230883,0.0,255.0,9,94.JPG,1,1
4612292.098909916,4205371.887095612,1076.66015625,2425.7626953125,81245855744.0,0.022574149659863946,1371.9111676925597,65.22210612244898,55.68259745509867,0.0,255.0,10,95.JPG,1,1
