integral_mean,integral_std,hist_mean,hist_std,hist_skew,edge_density,texture_var,mean_intensity,std_intensity,min_intensity,max_intensity,no,filename,label,face_detected
1479749.2792039078,1500392.8391783542,298.5234375,1464.06787109375,45675335680.0,0.05275967653293554,2628.8234056211004,95.37480045013216,74.78027566490621,0.0,255.0,1,43.png,1,1
2896779.2508686725,2853979.3784558154,590.53515625,1610.1036376953125,55343226880.0,0.0719355457510071,2176.9802309346064,82.2481131389034,59.38038392266087,0.0,255.0,2,37.png,1,1
12834416.839714378,12032955.638909835,3150.015625,5068.57275390625,278877601792.0,0.018677982748101448,618.3260831689524,60.17994578399909,52.51658495690928,0.0,255.0,3,79.JPG,1,2
77850150.50147924,66424266.45901467,7214.37890625,9431.80078125,3797851045888.0,0.010429475423700823,278.14806187083195,159.49959634648903,66.48406322137977,0.0,255.0,4,100.JPG,1,1
3248371.3055524654,3478032.861540721,698.94140625,1642.072998046875,54738776064.0,0.04253642506245494,1636.660351221451,98.6576519177998,64.21563690491163,0.0,255.0,5,58.JPG,1,1
1635149.8667283466,1726064.21363154,360.703125,1384.0635986328125,39038607360.0,0.056963396144682696,2224.593796517837,84.43196881091617,62.645686873942566,0.0,255.0,6,38.png,1,1
443720.32561535254,455508.0429081316,111.03125,703.7001342773438,5256240128.0,0.11543062200956938,6084.773006011893,73.2566844919786,75.44258548701623,0.0,255.0,7,41.png,1,1
1082437.315274278,1060200.8772778534,320.19140625,1366.466552734375,37308841984.0,0.036757798679988775,1996.8241039593345,59.36597982163989,46.471559851614174,0.0,226.0,8,45.png,1,0
6694550.6481379075,7345419.6307229595,1838.265625,3519.343994140625,152847515648.0,0.020044794260894696,831.5803295120998,62.62012426794958,48.22562968287448,0.0,255.0,9,90.JPG,1,1
1216906.2131765669,1111584.748392432,322.0,1346.70849609375,32923197440.0,0.06843216226708075,2426.640415830794,62.8693225931677,60.71247914170367,0.0,255.0,10,23.png,1,1
